MATCH_0: 	First Half starts.
MATCH_3: 7'	New attacking attempt. Kylian Mbappé - Paris Saint Germain - shot with right foot from the left side of the box is saved by goalkeeper in the centre of the goal.
MATCH_3: 8'	Emre Can - Borussia Dortmund - won a free kick in attack.
MATCH_3: 8'	Fouled by Gonçalo Ramos - Paris Saint Germain
MATCH_3: 12'	Shot blocked. Karim Adeyemi - Borussia Dortmund - shot with left foot from the centre of the box is blocked. Assist - Niclas Füllkrug.
MATCH_3: 12'	Corner - Borussia Dortmund. Conceded by Beraldo.
MATCH_3: 13'	Missed chance. Gonçalo Ramos - Paris Saint Germain - shot with right foot from outside the box missed to the left. Assist - Vitinha.
MATCH_3: 18'	Fouled by Ousmane Dembélé - Paris Saint Germain
MATCH_3: 18'	Ian Maatsen - Borussia Dortmund - won a free kick on the left wing.
MATCH_3: 19'	Missed chance. Julian Ryerson - Borussia Dortmund - shot with right foot from the right side of the box is close, but missed. Assist - Niclas Füllkrug.
MATCH_3: 27'	Missed chance. Vitinha - Paris Saint Germain - shot with right foot from outside the box is high and wide to the right. Assist - Kylian Mbappé.
MATCH_3: 31'	Missed chance. Ousmane Dembélé - Paris Saint Germain - shot with right foot from the right side of the box is close, but misses the top right corner. Assist - Warren Zaïre-Emery.
MATCH_3: 32'	Corner - Paris Saint Germain. Conceded by Nico Schlotterbeck.
MATCH_3: 33'	Shot blocked. Marquinhos - Paris Saint Germain - shot with the head from the centre of the box is blocked. Assist - Ousmane Dembélé with a cross.
MATCH_3: 33'	Fouled by Marquinhos - Paris Saint Germain
MATCH_3: 33'	Niclas Füllkrug - Borussia Dortmund - won a free kick in defence.
MATCH_3: 35'	New attacking attempt. Karim Adeyemi - Borussia Dortmund - shot with left foot from the centre of the box is saved by goalkeeper in the centre of the goal. Assist - Julian Brandt.
MATCH_3: 38'	Delay in match - injury Niclas Füllkrug - Borussia Dortmund
MATCH_3: 39'	Delay over. They are ready to continue.
MATCH_3: 42'	New attacking attempt. Vitinha - Paris Saint Germain - shot with right foot from outside the box is saved by goalkeeper in the centre of the goal. Assist - Nuno Mendes.
MATCH_3: 42'	Fabián Ruiz - Paris Saint Germain - won a free kick in defence.
MATCH_3: 42'	Fouled by Julian Ryerson - Borussia Dortmund
MATCH_3: 45'	Missed chance. Fabián Ruiz - Paris Saint Germain - shot with left foot from outside the box missed. Assist - Kylian Mbappé.
MATCH_3: 45'	Corner - Paris Saint Germain. Conceded by Nico Schlotterbeck.
MATCH_3: 45+1'	Fouled by Kylian Mbappé - Paris Saint Germain
MATCH_3: 45+1'	Marcel Sabitzer - Borussia Dortmund - won a free kick in defence.
MATCH_3: 45+1'	First Half ended - Paris Saint Germain 0, Borussia Dortmund 0.
MATCH_3: 45'	Second Half starts Paris Saint Germain 0, Borussia Dortmund 0.
MATCH_3: 47'	Corner - Paris Saint Germain. Conceded by Julian Ryerson.
MATCH_3: 47'	Missed chance. Gonçalo Ramos - Paris Saint Germain - shot with right foot from few metres missed after corner.
MATCH_3: 47'	Warren Zaïre-Emery - Paris Saint Germain - hits the right post with a shot with right foot from the right side of the six yard box. Assist - Gonçalo Ramos after corner.
MATCH_3: 48'	Offside - Borussia Dortmund. Niclas Füllkrug is in offside.
MATCH_3: 49'	Fouled by Kylian Mbappé - Paris Saint Germain
MATCH_3: 49'	Jadon Sancho - Borussia Dortmund - won a free kick in defence.
MATCH_3: 49'	Corner - Borussia Dortmund. Conceded by Marquinhos.
MATCH_3: 50'	Goal! Paris Saint Germain 0, Borussia Dortmund 1. Mats Hummels - Borussia Dortmund - shot with the head from few metres to the right corner. Assist - Julian Brandt with a cross after corner.
MATCH_3: 54'	Corner - Borussia Dortmund. Conceded by Kylian Mbappé.
MATCH_3: 55'	Fouled by Emre Can - Borussia Dortmund
MATCH_3: 55'	Nuno Mendes - Paris Saint Germain - won a free kick in defence.
MATCH_3: 56'	Substitution - Borussia Dortmund. Marco Reus for Karim Adeyemi.
MATCH_3: 57'	Fouled by Ousmane Dembélé - Paris Saint Germain
MATCH_3: 57'	Ian Maatsen - Borussia Dortmund - won a free kick in attack.
MATCH_3: 60'	Missed chance. Gonçalo Ramos - Paris Saint Germain - shot with right foot from the centre of the box goes high. Assist - Vitinha.
MATCH_3: 61'	Corner - Paris Saint Germain. Conceded by Ian Maatsen.
MATCH_3: 61'	Nuno Mendes - Paris Saint Germain - hits the right post with a shot with left foot from outside the box.
MATCH_3: 62'	Corner - Paris Saint Germain. Conceded by Ian Maatsen.
MATCH_3: 63'	Missed chance. Gonçalo Ramos - Paris Saint Germain - shot with left foot from the centre of the box is high and wide to the left. Assist - Nuno Mendes with a cross.
MATCH_3: 63'	Substitution - Paris Saint Germain. Marco Asensio for Fabián Ruiz.
MATCH_3: 63'	Substitution - Paris Saint Germain. Bradley Barcola for Gonçalo Ramos.
MATCH_3: 64'	Bradley Barcola - Paris Saint Germain - won a free kick in defence.
MATCH_3: 64'	Fouled by Marcel Sabitzer - Borussia Dortmund
MATCH_3: 64'	Marcel Sabitzer - Borussia Dortmund - receive yellow card for a foul.
MATCH_3: 65'	Fouled by Mats Hummels - Borussia Dortmund
MATCH_3: 65'	Ousmane Dembélé - Paris Saint Germain - won a free kick in attack.
MATCH_3: 65'	Mats Hummels - Borussia Dortmund - receive yellow card for a foul.
MATCH_3: 66'	Shot blocked. Marco Asensio - Paris Saint Germain - shot with left foot from outside the box is blocked.
MATCH_3: 67'	Substitution - Borussia Dortmund. Niklas Süle for Jadon Sancho.
MATCH_3: 69'	Corner - Paris Saint Germain. Conceded by Ian Maatsen.
MATCH_3: 74'	Missed chance. Kylian Mbappé - Paris Saint Germain - shot with right foot from outside the box is high and wide to the right. Assist - Nuno Mendes.
MATCH_3: 75'	Fouled by Ousmane Dembélé - Paris Saint Germain
MATCH_3: 75'	Nico Schlotterbeck - Borussia Dortmund - won a free kick in defence.
MATCH_3: 75'	Ousmane Dembélé - Paris Saint Germain - receive yellow card for a foul.
MATCH_3: 76'	Substitution - Paris Saint Germain. Lee Kang-In for Warren Zaïre-Emery.
MATCH_3: 76'	Shot blocked. Julian Brandt - Borussia Dortmund - shot with right foot from the right side of the box is blocked. Assist - Marcel Sabitzer.
MATCH_3: 76'	Corner - Borussia Dortmund. Conceded by Beraldo.
MATCH_3: 77'	Missed chance. Nico Schlotterbeck - Borussia Dortmund - shot with the head from the centre of the box missed. Assist - Julian Brandt with a cross after corner.
MATCH_3: 77'	Offside - Borussia Dortmund. Mats Hummels is in offside.
MATCH_3: 79'	Shot blocked. Bradley Barcola - Paris Saint Germain - shot with right foot from the left side of the box is blocked. Assist - Vitinha.
MATCH_3: 79'	Corner - Paris Saint Germain. Conceded by Julian Ryerson.
MATCH_3: 79'	Shot blocked. Vitinha - Paris Saint Germain - shot with right foot from outside the box is blocked. Assist - Nuno Mendes.
MATCH_3: 79'	Shot blocked. Nuno Mendes - Paris Saint Germain - shot with left foot from the left side of the box is blocked. Assist - Marco Asensio.
MATCH_3: 80'	Corner - Paris Saint Germain. Conceded by Julian Ryerson.
MATCH_3: 80'	Missed chance. Marco Asensio - Paris Saint Germain - shot with left foot from the centre of the box missed to the left after corner.
MATCH_3: 80'	Shot blocked. Kylian Mbappé - Paris Saint Germain - shot with right foot from the centre of the box is blocked. Assist - Marco Asensio.
MATCH_3: 80'	Shot blocked. Marco Asensio - Paris Saint Germain - shot with left foot from the centre of the box is blocked.
MATCH_3: 80'	New attacking attempt. Kylian Mbappé - Paris Saint Germain - shot with right foot from the right side of the box is saved in the right corner. Assist - Achraf Hakimi.
MATCH_3: 80'	Corner - Paris Saint Germain. Conceded by Gregor Kobel.
MATCH_3: 82'	Fouled by Nico Schlotterbeck - Borussia Dortmund
MATCH_3: 82'	Lee Kang-In - Paris Saint Germain - won a free kick on the right wing.
MATCH_3: 82'	Missed chance. Marquinhos - Paris Saint Germain - shot with the head from the centre of the box is close, but missed to the left. Assist - Lee Kang-In with a cross .
MATCH_3: 83'	Beraldo - Paris Saint Germain - won a free kick in defence.
MATCH_3: 83'	Fouled by Niclas Füllkrug - Borussia Dortmund
MATCH_3: 84'	Achraf Hakimi - Paris Saint Germain - receive yellow card.
MATCH_3: 85'	Substitution - Borussia Dortmund. Felix Nmecha for Julian Brandt.
MATCH_3: 86'	Missed chance. Nuno Mendes - Paris Saint Germain - header inside of six yard box - left side missed. Assist - Ousmane Dembélé with a cross.
MATCH_3: 86'	New attacking attempt. Kylian Mbappé - Paris Saint Germain - shot with right foot from the centre of the box is saved in the top centre of the goal. Assist - Achraf Hakimi.
MATCH_3: 86'	Corner - Paris Saint Germain. Conceded by Gregor Kobel.
MATCH_3: 87'	Shot blocked. Vitinha - Paris Saint Germain - shot with right foot from outside the box is blocked.
MATCH_3: 88'	Vitinha - Paris Saint Germain - hits the bar with a shot with right foot from outside the box. Assist - Ousmane Dembélé.
MATCH_3: 89'	Shot blocked. Vitinha - Paris Saint Germain - shot with right foot from outside the box is blocked. Assist - Bradley Barcola.
MATCH_3: 89'	Shot blocked. Achraf Hakimi - Paris Saint Germain - shot with right foot from the right side of the box is blocked.
MATCH_3: 89'	Missed chance. Lee Kang-In - Paris Saint Germain - shot with left foot from outside the box is high and wide to the left.
MATCH_3: 90'	Corner - Paris Saint Germain. Conceded by Mats Hummels.
MATCH_3: 90+4'	Second Half ended - Paris Saint Germain 0, Borussia Dortmund 1.
MATCH_3: 	Thats all. Game finished - Paris Saint Germain 0, Borussia Dortmund 1.
MATCH_4: 	First Half starts.
MATCH_4: 1'	Corner - Real Madrid. Conceded by Joshua Kimmich.
MATCH_4: 9'	Ferland Mendy - Real Madrid - won a free kick in defence.
MATCH_4: 9'	Fouled by Joshua Kimmich - FC Bayern München
MATCH_4: 12'	Fouled by Konrad Laimer - FC Bayern München
MATCH_4: 12'	Vinícius Júnior - Real Madrid - won a free kick on the left wing.
MATCH_4: 13'	New attacking attempt. Vinícius Júnior - Real Madrid - shot with right foot from the right side of the box is saved in the left corner. Assist - Dani Carvajal.
MATCH_4: 13'	New attacking attempt. Rodrygo - Real Madrid - shot with right foot from the centre of the box is saved in the left corner.
MATCH_4: 15'	Missed chance. Vinícius Júnior - Real Madrid - shot with right foot from the left side of the box missed. Assist - Jude Bellingham.
MATCH_4: 17'	Shot blocked. Jude Bellingham - Real Madrid - shot with right foot from the left side of the box is blocked. Assist - Vinícius Júnior.
MATCH_4: 19'	Fouled by Ferland Mendy - Real Madrid
MATCH_4: 19'	Leroy Sané - FC Bayern München - won a free kick on the right wing.
MATCH_4: 20'	Fouled by Federico Valverde - Real Madrid
MATCH_4: 20'	Konrad Laimer - FC Bayern München - won a free kick in defence.
MATCH_4: 22'	Fouled by Matthijs de Ligt - FC Bayern München
MATCH_4: 22'	Jude Bellingham - Real Madrid - won a free kick in defence.
MATCH_4: 25'	Fouled by Dani Carvajal - Real Madrid
MATCH_4: 25'	Harry Kane - FC Bayern München - won a free kick in defence.
MATCH_4: 26'	Delay in match - injury Serge Gnabry - FC Bayern München
MATCH_4: 27'	Delay over. They are ready to continue.
MATCH_4: 27'	Substitution - FC Bayern München. Alphonso Davies for Serge Gnabry - injury.
MATCH_4: 28'	Fouled by Antonio Rüdiger - Real Madrid
MATCH_4: 28'	Harry Kane - FC Bayern München - won a free kick in defence.
MATCH_4: 28'	New attacking attempt. Harry Kane - FC Bayern München - shot with right foot from outside the box is saved in the right corner.
MATCH_4: 28'	Corner - FC Bayern München. Conceded by Andriy Lunin.
MATCH_4: 32'	Shot blocked. Rodrygo - Real Madrid - shot with right foot from outside the box is blocked. Assist - Toni Kroos.
MATCH_4: 36'	Shot blocked. Jude Bellingham - Real Madrid - shot with right foot from outside the box is blocked. Assist - Toni Kroos.
MATCH_4: 39'	Fouled by Matthijs de Ligt - FC Bayern München
MATCH_4: 39'	Vinícius Júnior - Real Madrid - won a free kick on the left wing.
MATCH_4: 39'	Shot blocked. Federico Valverde - Real Madrid - shot with right foot from outside the box is blocked.
MATCH_4: 40'	Corner - Real Madrid. Conceded by Manuel Neuer.
MATCH_4: 40'	Shot blocked. Nacho - Real Madrid - shot with right foot from the right side of the six yard box is blocked.
MATCH_4: 40'	Corner - Real Madrid. Conceded by Noussair Mazraoui.
MATCH_4: 44'	New attacking attempt. Noussair Mazraoui - FC Bayern München - shot with right foot from outside the box is saved in the top right corner.
MATCH_4: 45+1'	First Half ended - Real Madrid 0, FC Bayern München 0.
MATCH_4: 45'	Second Half starts Real Madrid 0, FC Bayern München 0.
MATCH_4: 47'	Missed chance. Nacho - Real Madrid - shot with right foot from outside the box goes high. Assist - Toni Kroos.
MATCH_4: 47'	Shot blocked. Alphonso Davies - FC Bayern München - shot with left foot from the left side of the box is blocked. Assist - Harry Kane.
MATCH_4: 47'	Corner - FC Bayern München. Conceded by Dani Carvajal.
MATCH_4: 52'	Corner - Real Madrid. Conceded by Matthijs de Ligt.
MATCH_4: 53'	Missed chance. Federico Valverde - Real Madrid - shot with right foot from outside the box missed after corner.
MATCH_4: 53'	New attacking attempt. Harry Kane - FC Bayern München - shot with right foot from the right side of the box is saved in the right corner.
MATCH_4: 55'	Missed chance. Rodrygo - Real Madrid - shot with left foot from few metres is close, but missed. Assist - Vinícius Júnior.
MATCH_4: 57'	Fouled by Ferland Mendy - Real Madrid
MATCH_4: 57'	Harry Kane - FC Bayern München - won a free kick in defence.
MATCH_4: 58'	Fouled by Konrad Laimer - FC Bayern München
MATCH_4: 58'	Jude Bellingham - Real Madrid - won a free kick in attack.
MATCH_4: 59'	New attacking attempt. Rodrygo - Real Madrid - shot with right foot from outside the box is saved in the left corner.
MATCH_4: 60'	New attacking attempt. Vinícius Júnior - Real Madrid - shot with right foot from the centre of the box is saved in the top centre of the goal. Assist - Jude Bellingham.
MATCH_4: 60'	Corner - Real Madrid. Conceded by Manuel Neuer.
MATCH_4: 61'	Fouled by Antonio Rüdiger - Real Madrid
MATCH_4: 61'	Jamal Musiala - FC Bayern München - won a free kick in attack.
MATCH_4: 64'	Hand ball by Joshua Kimmich - FC Bayern München
MATCH_4: 65'	Missed chance. Dani Carvajal - Real Madrid - shot with right foot from outside the box is high and wide to the right. Assist - Toni Kroos .
MATCH_4: 66'	New attacking attempt. Jamal Musiala - FC Bayern München - shot with left foot from the left side of the box is saved in the top left corner. Assist - Alphonso Davies.
MATCH_4: 66'	Corner - FC Bayern München. Conceded by Andriy Lunin.
MATCH_4: 68'	Goal! Real Madrid 0, FC Bayern München 1. Alphonso Davies - FC Bayern München - shot with right foot from the left side of the box to the top right corner. Assist - Harry Kane following a fast break.
MATCH_4: 69'	Substitution - Real Madrid. Luka Modric for Toni Kroos.
MATCH_4: 70'	Substitution - Real Madrid. Eduardo Camavinga for Aurélien Tchouaméni.
MATCH_4: 71'	Corner - Real Madrid. Conceded by Eric Dier.
MATCH_4: 71'	Fouled by Nacho - Real Madrid
MATCH_4: 71'	Joshua Kimmich - FC Bayern München - won a free kick in defence.
MATCH_4: 71'	Own Goal by Alphonso Davies, FC Bayern München. Real Madrid 0, FC Bayern München 1.
MATCH_4: 72'	Delay in match - injury Joshua Kimmich - FC Bayern München
MATCH_4: 73'	Delay over. They are ready to continue.
MATCH_4: 73'	VAR Decision: No Goal Real Madrid 0-1 FC Bayern München.
MATCH_4: 76'	Missed chance. Harry Kane - FC Bayern München - shot with left foot from the left side of the box is close, but missed to the left. Assist - Jamal Musiala.
MATCH_4: 76'	Substitution - FC Bayern München. Kim Min-Jae for Leroy Sané.
MATCH_4: 77'	Fouled by Harry Kane - FC Bayern München
MATCH_4: 77'	Nacho - Real Madrid - won a free kick in defence.
MATCH_4: 79'	Fouled by Eduardo Camavinga - Real Madrid
MATCH_4: 79'	Harry Kane - FC Bayern München - won a free kick in defence.
MATCH_4: 80'	Fouled by Luka Modric - Real Madrid
MATCH_4: 80'	Konrad Laimer - FC Bayern München - won a free kick in attack.
MATCH_4: 81'	Substitution - Real Madrid. Brahim Díaz for Rodrygo.
MATCH_4: 81'	Substitution - Real Madrid. Joselu for Federico Valverde.
MATCH_4: 81'	Corner - FC Bayern München. Conceded by Antonio Rüdiger.
MATCH_4: 82'	Andriy Lunin - Real Madrid - won a free kick in defence.
MATCH_4: 82'	Fouled by Aleksandar Pavlovic - FC Bayern München
MATCH_4: 83'	Missed chance. Vinícius Júnior - Real Madrid - shot with right foot from the centre of the box goes high. Assist - Antonio Rüdiger.
MATCH_4: 84'	Corner - Real Madrid. Conceded by Alphonso Davies.
MATCH_4: 84'	Substitution - FC Bayern München. Thomas Müller for Jamal Musiala - injury.
MATCH_4: 85'	Substitution - FC Bayern München. Eric Choupo-Moting for Harry Kane.
